,,,,name_handle,,subscribers,1 post reach,citation index
172.9k,,drop,,#VALUE!,,1 post reach,citation index,Сладков +1 023 179 subscribersBlogs
1 post reach,,drop,,#VALUE!,,2 710.5,#4,1 023 179
2 710.5,,drop,,#VALUE!,,citation index,Сладков +1 023 179 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#4,1 023 179,757k
#4,,drop,,#VALUE!,,Сладков +1 023 179 subscribersBlogs,subscribers,1 post reach
Сладков +1 023 179 subscribersBlogs,https://tgstat.ru/en/channel/@Sladkov_plus/stat,https://tgstat.ru/en/channel/,Sladkov_plus/stat,Sladkov_plus,stat,1 023 179,757k,2 446.2
1 023 179,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,757k,2 446.2,#5
757k,,drop,,#VALUE!,,1 post reach,citation index,Захар Прилепин307 123 subscribersBlogs
1 post reach,,drop,,#VALUE!,,2 446.2,#5,307 123
2 446.2,,drop,,#VALUE!,,citation index,Захар Прилепин307 123 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#5,307 123,149.6k
#5,,drop,,#VALUE!,,Захар Прилепин307 123 subscribersBlogs,subscribers,1 post reach
Захар Прилепин307 123 subscribersBlogs,https://tgstat.ru/en/channel/@zakharprilepin/stat,https://tgstat.ru/en/channel/,zakharprilepin/stat,zakharprilepin,stat,307 123,149.6k,1 825.5
307 123,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,149.6k,1 825.5,#6
149.6k,,drop,,#VALUE!,,1 post reach,citation index,Тина Канделаки300 756 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 825.5,#6,300 756
1 825.5,,drop,,#VALUE!,,citation index,Тина Канделаки300 756 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#6,300 756,78.2k
#6,,drop,,#VALUE!,,Тина Канделаки300 756 subscribersBlogs,subscribers,1 post reach
Тина Канделаки300 756 subscribersBlogs,https://tgstat.ru/en/channel/@tikandelaki/stat,https://tgstat.ru/en/channel/,tikandelaki/stat,tikandelaki,stat,300 756,78.2k,1 510.4
300 756,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,78.2k,1 510.4,#7
78.2k,,drop,,#VALUE!,,1 post reach,citation index,Олег Царёв287 461 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 510.4,#7,287 461
1 510.4,,drop,,#VALUE!,,citation index,Олег Царёв287 461 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#7,287 461,218.6k
#7,,drop,,#VALUE!,,Олег Царёв287 461 subscribersBlogs,subscribers,1 post reach
Олег Царёв287 461 subscribersBlogs,https://tgstat.ru/en/channel/@olegtsarov/stat,https://tgstat.ru/en/channel/,olegtsarov/stat,olegtsarov,stat,287 461,218.6k,1 357.9
287 461,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,218.6k,1 357.9,#8
218.6k,,drop,,#VALUE!,,1 post reach,citation index,🅰️ Архивариус 🇷🇺37 833 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 357.9,#8,37 833
1 357.9,,drop,,#VALUE!,,citation index,🅰️ Архивариус 🇷🇺37 833 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#8,37 833,30.9k
#8,,drop,,#VALUE!,,🅰️ Архивариус 🇷🇺37 833 subscribersBlogs,subscribers,1 post reach
🅰️ Архивариус 🇷🇺37 833 subscribersBlogs,https://tgstat.ru/en/channel/@archivarius_dz/stat,https://tgstat.ru/en/channel/,archivarius_dz/stat,archivarius_dz,stat,37 833,30.9k,1 247.0
37 833,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,30.9k,1 247.0,#9
30.9k,,drop,,#VALUE!,,1 post reach,citation index,Кристина Потупчик178 451 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 247.0,#9,178 451
1 247.0,,drop,,#VALUE!,,citation index,Кристина Потупчик178 451 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#9,178 451,43.7k
#9,,drop,,#VALUE!,,Кристина Потупчик178 451 subscribersBlogs,subscribers,1 post reach
Кристина Потупчик178 451 subscribersBlogs,https://tgstat.ru/en/channel/@krispotupchik/stat,https://tgstat.ru/en/channel/,krispotupchik/stat,krispotupchik,stat,178 451,43.7k,1 200.2
178 451,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,43.7k,1 200.2,#10
43.7k,,drop,,#VALUE!,,1 post reach,citation index,Tynu40k Goblina (oper.ru)463 819 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 200.2,#10,463 819
1 200.2,,drop,,#VALUE!,,citation index,Tynu40k Goblina (oper.ru)463 819 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#10,463 819,240.7k
#10,,drop,,#VALUE!,,Tynu40k Goblina (oper.ru)463 819 subscribersBlogs,subscribers,1 post reach
Tynu40k Goblina (oper.ru)463 819 subscribersBlogs,https://tgstat.ru/en/channel/@oper_goblin/stat,https://tgstat.ru/en/channel/,oper_goblin/stat,oper_goblin,stat,463 819,240.7k,1 154.2
463 819,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,240.7k,1 154.2,#11
240.7k,,drop,,#VALUE!,,1 post reach,citation index,КОРНИЛОВ115 547 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 154.2,#11,115 547
1 154.2,,drop,,#VALUE!,,citation index,КОРНИЛОВ115 547 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#11,115 547,67.3k
#11,,drop,,#VALUE!,,КОРНИЛОВ115 547 subscribersBlogs,subscribers,1 post reach
КОРНИЛОВ115 547 subscribersBlogs,https://tgstat.ru/en/channel/@kornilov1968/stat,https://tgstat.ru/en/channel/,kornilov1968/stat,kornilov1968,stat,115 547,67.3k,1 148.3
115 547,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,67.3k,1 148.3,#12
67.3k,,drop,,#VALUE!,,1 post reach,citation index,Сыны Монархии34 366 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 148.3,#12,34 366
1 148.3,,drop,,#VALUE!,,citation index,Сыны Монархии34 366 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#12,34 366,20.6k
#12,,drop,,#VALUE!,,Сыны Монархии34 366 subscribersBlogs,subscribers,1 post reach
Сыны Монархии34 366 subscribersBlogs,https://tgstat.ru/en/channel/@SonOfMonarchy/stat,https://tgstat.ru/en/channel/,SonOfMonarchy/stat,SonOfMonarchy,stat,34 366,20.6k,1 028.2
34 366,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,20.6k,1 028.2,#13
20.6k,,drop,,#VALUE!,,1 post reach,citation index,Анастасия Кашеварова 🇷🇺216 940 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 028.2,#13,216 940
1 028.2,,drop,,#VALUE!,,citation index,Анастасия Кашеварова 🇷🇺216 940 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#13,216 940,163.3k
#13,,drop,,#VALUE!,,Анастасия Кашеварова 🇷🇺216 940 subscribersBlogs,subscribers,1 post reach
Анастасия Кашеварова 🇷🇺216 940 subscribersBlogs,https://tgstat.ru/en/channel/@akashevarova/stat,https://tgstat.ru/en/channel/,akashevarova/stat,akashevarova,stat,216 940,163.3k,1 024.2
216 940,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,163.3k,1 024.2,#14
163.3k,,drop,,#VALUE!,,1 post reach,citation index,НЕВЗОРОВ1 154 121 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 024.2,#14,1 154 121
1 024.2,,drop,,#VALUE!,,citation index,НЕВЗОРОВ1 154 121 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#14,1 154 121,729.7k
#14,,drop,,#VALUE!,,НЕВЗОРОВ1 154 121 subscribersBlogs,subscribers,1 post reach
НЕВЗОРОВ1 154 121 subscribersBlogs,https://tgstat.ru/en/channel/@nevzorovtv/stat,https://tgstat.ru/en/channel/,nevzorovtv/stat,nevzorovtv,stat,1 154 121,729.7k,1 008.1
1 154 121,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,729.7k,1 008.1,#15
729.7k,,drop,,#VALUE!,,1 post reach,citation index,Илья Варламов360 201 subscribersBlogs
1 post reach,,drop,,#VALUE!,,1 008.1,#15,360 201
1 008.1,,drop,,#VALUE!,,citation index,Илья Варламов360 201 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#15,360 201,256.6k
#15,,drop,,#VALUE!,,Илья Варламов360 201 subscribersBlogs,subscribers,1 post reach
Илья Варламов360 201 subscribersBlogs,https://tgstat.ru/en/channel/@varlamov/stat,https://tgstat.ru/en/channel/,varlamov/stat,varlamov,stat,360 201,256.6k,997.9
360 201,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,256.6k,997.9,#16
256.6k,,drop,,#VALUE!,,1 post reach,citation index,Холмогоров46 777 subscribersBlogs
1 post reach,,drop,,#VALUE!,,997.9,#16,46 777
997.9,,drop,,#VALUE!,,citation index,Холмогоров46 777 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#16,46 777,23.2k
#16,,drop,,#VALUE!,,Холмогоров46 777 subscribersBlogs,subscribers,1 post reach
Холмогоров46 777 subscribersBlogs,https://tgstat.ru/en/channel/@holmogortalks/stat,https://tgstat.ru/en/channel/,holmogortalks/stat,holmogortalks,stat,46 777,23.2k,946.6
46 777,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,23.2k,946.6,#17
23.2k,,drop,,#VALUE!,,1 post reach,citation index,Сергей Минаев115 588 subscribersBlogs
1 post reach,,drop,,#VALUE!,,946.6,#17,115 588
946.6,,drop,,#VALUE!,,citation index,Сергей Минаев115 588 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#17,115 588,54.8k
#17,,drop,,#VALUE!,,Сергей Минаев115 588 subscribersBlogs,subscribers,1 post reach
Сергей Минаев115 588 subscribersBlogs,https://tgstat.ru/en/channel/@minaevlife/stat,https://tgstat.ru/en/channel/,minaevlife/stat,minaevlife,stat,115 588,54.8k,933.2
115 588,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,54.8k,933.2,#18
54.8k,,drop,,#VALUE!,,1 post reach,citation index,Стрелков Игорь Иванович705 471 subscribersBlogs
1 post reach,,drop,,#VALUE!,,933.2,#18,705 471
933.2,,drop,,#VALUE!,,citation index,Стрелков Игорь Иванович705 471 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#18,705 471,1.1m
#18,,drop,,#VALUE!,,Стрелков Игорь Иванович705 471 subscribersBlogs,subscribers,1 post reach
Стрелков Игорь Иванович705 471 subscribersBlogs,https://tgstat.ru/en/channel/@strelkovii/stat,https://tgstat.ru/en/channel/,strelkovii/stat,strelkovii,stat,705 471,1.1m,896.9
705 471,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,1.1m,896.9,#19
1.1m,,drop,,#VALUE!,,1 post reach,citation index,popovrtr36 354 subscribersBlogs
1 post reach,,drop,,#VALUE!,,896.9,#19,36 354
896.9,,drop,,#VALUE!,,citation index,popovrtr36 354 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#19,36 354,20.7k
#19,,drop,,#VALUE!,,popovrtr36 354 subscribersBlogs,subscribers,1 post reach
popovrtr36 354 subscribersBlogs,https://tgstat.ru/en/channel/@vladivostok1978/stat,https://tgstat.ru/en/channel/,vladivostok1978/stat,vladivostok1978,stat,36 354,20.7k,884.4
36 354,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,20.7k,884.4,#20
20.7k,,drop,,#VALUE!,,1 post reach,citation index,Lobaev Z81 530 subscribersBlogs
1 post reach,,drop,,#VALUE!,,884.4,#20,81 530
884.4,,drop,,#VALUE!,,citation index,Lobaev Z81 530 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#20,81 530,61.1k
#20,,drop,,#VALUE!,,Lobaev Z81 530 subscribersBlogs,subscribers,1 post reach
Lobaev Z81 530 subscribersBlogs,https://tgstat.ru/en/channel/@lobaev_vlad/stat,https://tgstat.ru/en/channel/,lobaev_vlad/stat,lobaev_vlad,stat,81 530,61.1k,879
81 530,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,61.1k,879,#21
61.1k,,drop,,#VALUE!,,1 post reach,citation index,Дерипаска127 404 subscribersBlogs
1 post reach,,drop,,#VALUE!,,879,#21,127 404
879,,drop,,#VALUE!,,citation index,Дерипаска127 404 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#21,127 404,137.7k
#21,,drop,,#VALUE!,,Дерипаска127 404 subscribersBlogs,subscribers,1 post reach
Дерипаска127 404 subscribersBlogs,https://tgstat.ru/en/channel/@olegderipaska/stat,https://tgstat.ru/en/channel/,olegderipaska/stat,olegderipaska,stat,127 404,137.7k,851
127 404,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,137.7k,851,#22
137.7k,,drop,,#VALUE!,,1 post reach,citation index,ФРИДРИХ 🎭89 046 subscribersBlogs
1 post reach,,drop,,#VALUE!,,851,#22,89 046
851,,drop,,#VALUE!,,citation index,ФРИДРИХ 🎭89 046 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#22,89 046,35.8k
#22,,drop,,#VALUE!,,ФРИДРИХ 🎭89 046 subscribersBlogs,subscribers,1 post reach
ФРИДРИХ 🎭89 046 subscribersBlogs,https://tgstat.ru/en/channel/@FridrihShow/stat,https://tgstat.ru/en/channel/,FridrihShow/stat,FridrihShow,stat,89 046,35.8k,850.4
89 046,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,35.8k,850.4,#23
35.8k,,drop,,#VALUE!,,1 post reach,citation index,Стрелец-Молодец244 999 subscribersBlogs
1 post reach,,drop,,#VALUE!,,850.4,#23,244 999
850.4,,drop,,#VALUE!,,citation index,Стрелец-Молодец244 999 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#23,244 999,157.6k
#23,,drop,,#VALUE!,,Стрелец-Молодец244 999 subscribersBlogs,subscribers,1 post reach
Стрелец-Молодец244 999 subscribersBlogs,https://tgstat.ru/en/channel/@strelets_molodec/stat,https://tgstat.ru/en/channel/,strelets_molodec/stat,strelets_molodec,stat,244 999,157.6k,812.9
244 999,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,157.6k,812.9,#24
157.6k,,drop,,#VALUE!,,1 post reach,citation index,Артемий Лебедев373 159 subscribersBlogs
1 post reach,,drop,,#VALUE!,,812.9,#24,373 159
812.9,,drop,,#VALUE!,,citation index,Артемий Лебедев373 159 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#24,373 159,200.2k
#24,,drop,,#VALUE!,,Артемий Лебедев373 159 subscribersBlogs,subscribers,1 post reach
Артемий Лебедев373 159 subscribersBlogs,https://tgstat.ru/en/channel/@temablog/stat,https://tgstat.ru/en/channel/,temablog/stat,temablog,stat,373 159,200.2k,778.5
373 159,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,200.2k,778.5,#25
200.2k,,drop,,#VALUE!,,1 post reach,citation index,Мэверик61 119 subscribersBlogs
1 post reach,,drop,,#VALUE!,,778.5,#25,61 119
778.5,,drop,,#VALUE!,,citation index,Мэверик61 119 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#25,61 119,36.4k
#25,,drop,,#VALUE!,,Мэверик61 119 subscribersBlogs,subscribers,1 post reach
Мэверик61 119 subscribersBlogs,https://tgstat.ru/en/channel/@freeman365/stat,https://tgstat.ru/en/channel/,freeman365/stat,freeman365,stat,61 119,36.4k,774.5
61 119,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,36.4k,774.5,#26
36.4k,,drop,,#VALUE!,,1 post reach,citation index,Primakov22 343 subscribersBlogs
1 post reach,,drop,,#VALUE!,,774.5,#26,22 343
774.5,,drop,,#VALUE!,,citation index,Primakov22 343 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#26,22 343,19.3k
#26,,drop,,#VALUE!,,Primakov22 343 subscribersBlogs,subscribers,1 post reach
Primakov22 343 subscribersBlogs,https://tgstat.ru/en/channel/@evgenyprimakov/stat,https://tgstat.ru/en/channel/,evgenyprimakov/stat,evgenyprimakov,stat,22 343,19.3k,738.2
22 343,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,19.3k,738.2,#27
19.3k,,drop,,#VALUE!,,1 post reach,citation index,Крупнокалиберный Переполох314 944 subscribersBlogs
1 post reach,,drop,,#VALUE!,,738.2,#27,314 944
738.2,,drop,,#VALUE!,,citation index,Крупнокалиберный Переполох314 944 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#27,314 944,170.3k
#27,,drop,,#VALUE!,,Крупнокалиберный Переполох314 944 subscribersBlogs,subscribers,1 post reach
Крупнокалиберный Переполох314 944 subscribersBlogs,https://tgstat.ru/en/channel/@bolshiepushki/stat,https://tgstat.ru/en/channel/,bolshiepushki/stat,bolshiepushki,stat,314 944,170.3k,732.1
314 944,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,170.3k,732.1,#28
170.3k,,drop,,#VALUE!,,1 post reach,citation index,Kur_LIFE (cпецкор Ольга Курлаева)17 444 subscribersBlogs
1 post reach,,drop,,#VALUE!,,732.1,#28,17 444
732.1,,drop,,#VALUE!,,citation index,Kur_LIFE (cпецкор Ольга Курлаева)17 444 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#28,17 444,15.5k
#28,,drop,,#VALUE!,,Kur_LIFE (cпецкор Ольга Курлаева)17 444 subscribersBlogs,subscribers,1 post reach
Kur_LIFE (cпецкор Ольга Курлаева)17 444 subscribersBlogs,https://tgstat.ru/en/channel/@KotNaMirotvorze/stat,https://tgstat.ru/en/channel/,KotNaMirotvorze/stat,KotNaMirotvorze,stat,17 444,15.5k,673.4
17 444,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,15.5k,673.4,#29
15.5k,,drop,,#VALUE!,,1 post reach,citation index,Говорит Долгов 18+28 200 subscribersBlogs
1 post reach,,drop,,#VALUE!,,673.4,#29,28 200
673.4,,drop,,#VALUE!,,citation index,Говорит Долгов 18+28 200 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#29,28 200,38.8k
#29,,drop,,#VALUE!,,Говорит Долгов 18+28 200 subscribersBlogs,subscribers,1 post reach
Говорит Долгов 18+28 200 subscribersBlogs,https://tgstat.ru/en/channel/@superdolgov/stat,https://tgstat.ru/en/channel/,superdolgov/stat,superdolgov,stat,28 200,38.8k,645.8
28 200,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,38.8k,645.8,#30
38.8k,,drop,,#VALUE!,,1 post reach,citation index,Мария Шукшина317 528 subscribersBlogs
1 post reach,,drop,,#VALUE!,,645.8,#30,317 528
645.8,,drop,,#VALUE!,,citation index,Мария Шукшина317 528 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#30,317 528,110k
#30,,drop,,#VALUE!,,Мария Шукшина317 528 subscribersBlogs,subscribers,1 post reach
